DGRP	sex	value
DGRP_757	M	40.333333333333336
DGRP_761	F	54.88
DGRP_761	M	51.84
DGRP_765	F	38.08
DGRP_765	M	34.61224489795919
DGRP_774	F	60.64
DGRP_774	M	50.08
DGRP_776	F	79.68
DGRP_776	M	57.92
DGRP_783	F	60.0
DGRP_783	M	50.12244897959184
DGRP_786	F	64.16
DGRP_786	M	45.714285714285715
DGRP_787	F	59.57446808510638
DGRP_787	M	53.44
DGRP_790	F	71.6734693877551
DGRP_790	M	58.4
DGRP_796	F	62.72
DGRP_796	M	55.319148936170215
DGRP_799	F	72.8
DGRP_799	M	60.5
DGRP_801	F	58.44897959183673
DGRP_801	M	46.4
DGRP_802	F	66.24
DGRP_802	M	52.8
DGRP_804	F	54.53061224489796
DGRP_804	M	37.333333333333336
DGRP_805	F	55.02040816326531
DGRP_805	M	47.166666666666664
DGRP_808	F	42.775510204081634
DGRP_808	M	39.02040816326531
DGRP_810	F	61.38775510204081
DGRP_810	M	53.06122448979592
DGRP_812	F	91.2
DGRP_812	M	71.52
DGRP_818	F	69.0
DGRP_818	M	43.04
DGRP_819	F	49.92
DGRP_819	M	33.795918367346935
DGRP_820	F	64.33333333333333
DGRP_820	M	47.5
DGRP_822	F	77.71428571428571
DGRP_822	M	54.53061224489796
DGRP_083	F	55.52
DGRP_083	M	56.96
DGRP_832	F	65.06666666666666
DGRP_832	M	55.83673469387755
DGRP_843	F	75.40425531914893
DGRP_843	M	65.12
DGRP_849	F	76.17391304347827
DGRP_849	M	59.91836734693877
DGRP_085	F	43.04
DGRP_085	M	47.68
DGRP_850	F	46.72
DGRP_850	M	40.0
DGRP_852	F	66.77551020408163
DGRP_852	M	51.06382978723404
DGRP_853	F	56.326530612244895
DGRP_853	M	51.234042553191486
DGRP_855	F	51.42857142857143
DGRP_855	M	44.666666666666664
DGRP_857	F	57.46938775510204
DGRP_857	M	56.816326530612244
DGRP_859	F	64.96
DGRP_859	M	47.183673469387756
DGRP_861	F	50.8936170212766
DGRP_861	M	34.26086956521739
DGRP_879	F	57.30612244897959
DGRP_879	M	40.8
DGRP_088	F	50.93877551020408
DGRP_088	M	69.92
DGRP_882	F	89.28
DGRP_882	M	54.04081632653061
DGRP_884	F	50.8936170212766
DGRP_884	M	41.56521739130435
DGRP_887	F	73.66666666666667
DGRP_887	M	47.833333333333336
DGRP_890	F	50.285714285714285
DGRP_890	M	38.08
DGRP_892	F	64.0
DGRP_892	M	38.72
DGRP_894	F	64.16
DGRP_894	M	43.36
DGRP_897	F	63.673469387755105
DGRP_897	M	58.24
DGRP_900	F	50.4
DGRP_900	M	41.833333333333336
DGRP_907	F	59.52
DGRP_907	M	45.28
DGRP_908	F	68.64
DGRP_908	M	54.53061224489796
DGRP_091	F	71.36
DGRP_091	M	49.76
DGRP_911	F	44.08163265306123
DGRP_911	M	35.68
DGRP_913	F	78.88
DGRP_913	M	57.76
DGRP_093	F	57.12
DGRP_093	M	34.88
